Latitude,Longitude
2806.6017N,8242.991W
2806.6017N,8242.991W
2806.6016N,8242.991W
2806.6016N,8242.991W
2806.6016N,8242.9911W
2806.6016N,8242.9911W
2806.6016N,8242.9911W
2806.6016N,8242.9911W
2806.6015N,8242.9911W
2806.6015N,8242.9911W
2806.6015N,8242.9911W
2806.6015N,8242.9912W
2806.6015N,8242.9912W
2806.6014N,8242.9912W
2806.6014N,8242.9912W
2806.6014N,8242.9913W
2806.6014N,8242.9913W
2806.6012N,8242.9915W
2806.6011N,8242.9917W
2806.601N,8242.9919W
2806.6008N,8242.9921W
2806.6007N,8242.9923W
2806.6007N,8242.9924W
2806.6006N,8242.9926W
2806.6005N,8242.9928W
2806.6004N,8242.9929W
2806.6003N,8242.993W
2806.6002N,8242.9931W
2806.6001N,8242.9932W
2806.6N,8242.9933W
2806.5999N,8242.9934W
2806.5998N,8242.9935W
2806.5997N,8242.9936W
2806.5996N,8242.9938W
2806.5995N,8242.994W
2806.5995N,8242.9941W
2806.5993N,8242.9942W
2806.5993N,8242.9943W
2806.5992N,8242.9944W
2806.5991N,8242.9945W
2806.599N,8242.9946W
2806.5989N,8242.9947W
2806.5989N,8242.9949W
2806.5988N,8242.995W
2806.5987N,8242.9951W
2806.5986N,8242.9952W
2806.5985N,8242.9952W
2806.5984N,8242.9953W
2806.5983N,8242.9954W
2806.5982N,8242.9954W
2806.5981N,8242.9955W
2806.5981N,8242.9956W
2806.598N,8242.9957W
2806.5979N,8242.9957W
2806.5979N,8242.9958W
2806.5978N,8242.9959W
2806.5978N,8242.996W
2806.5978N,8242.9961W
2806.5978N,8242.9962W
2806.5977N,8242.9963W
2806.5976N,8242.9964W
2806.5975N,8242.9964W
2806.5974N,8242.9965W
2806.5973N,8242.9965W
2806.5972N,8242.9965W
2806.5971N,8242.9966W
2806.5971N,8242.9966W
2806.597N,8242.9967W
2806.5969N,8242.9967W
2806.5969N,8242.9968W
2806.5968N,8242.9968W
2806.5967N,8242.9968W
2806.5967N,8242.9969W
2806.5966N,8242.9969W
2806.5966N,8242.997W
2806.5965N,8242.997W
2806.5965N,8242.9971W
2806.5964N,8242.9971W
2806.5963N,8242.9972W
2806.5963N,8242.9972W
2806.5963N,8242.9972W
2806.5962N,8242.9973W
2806.5962N,8242.9973W
2806.5961N,8242.9973W
2806.596N,8242.9973W
2806.596N,8242.9974W
2806.5959N,8242.9974W
2806.5958N,8242.9973W
2806.5957N,8242.9973W
2806.5956N,8242.9973W
2806.5957N,8242.9972W
2806.5959N,8242.9971W
2806.5961N,8242.997W
2806.5961N,8242.9968W
2806.5961N,8242.9967W
2806.5961N,8242.9966W
2806.5961N,8242.9966W
2806.5961N,8242.9965W
2806.5961N,8242.9964W
2806.5961N,8242.9964W
2806.5961N,8242.9963W
2806.5961N,8242.9962W
2806.5961N,8242.9961W
2806.5962N,8242.996W
2806.5962N,8242.9959W
2806.5963N,8242.9959W
2806.5963N,8242.9958W
2806.5964N,8242.9957W
2806.5965N,8242.9956W
2806.5966N,8242.9955W
2806.5967N,8242.9954W
2806.5967N,8242.9953W
2806.5969N,8242.9952W
2806.597N,8242.995W
2806.597N,8242.9949W
2806.5971N,8242.9948W
2806.5972N,8242.9947W
2806.5973N,8242.9946W
2806.5973N,8242.9945W
2806.5974N,8242.9944W
2806.5975N,8242.9943W
2806.5976N,8242.9942W
2806.5977N,8242.9941W
2806.5978N,8242.994W
2806.5978N,8242.9939W
2806.5978N,8242.9938W
2806.5977N,8242.9938W
2806.5977N,8242.9938W
2806.5977N,8242.9938W
2806.5977N,8242.9938W
2806.5977N,8242.9937W
2806.5977N,8242.9937W
2806.5977N,8242.9937W
2806.5977N,8242.9937W
2806.5976N,8242.9936W
2806.5976N,8242.9936W
2806.5976N,8242.9936W
2806.5976N,8242.9935W
2806.5976N,8242.9935W
2806.5976N,8242.9935W
2806.5976N,8242.9935W
2806.5976N,8242.9934W
2806.5976N,8242.9934W
2806.5975N,8242.9933W
2806.5976N,8242.9933W
2806.5976N,8242.9932W
2806.5976N,8242.9931W
2806.5976N,8242.993W
2806.5976N,8242.9929W
2806.5977N,8242.9928W
2806.5977N,8242.9927W
2806.5977N,8242.9926W
2806.5977N,8242.9925W
2806.5978N,8242.9924W
2806.5978N,8242.9923W
2806.5979N,8242.9922W
2806.5979N,8242.9921W
2806.598N,8242.992W
2806.598N,8242.9919W
2806.5981N,8242.9918W
2806.5981N,8242.9917W
2806.5982N,8242.9915W
2806.5983N,8242.9914W
2806.5984N,8242.9913W
2806.5985N,8242.9912W
2806.5985N,8242.9911W
2806.5986N,8242.991W
2806.5988N,8242.991W
2806.5989N,8242.9909W
2806.599N,8242.9909W
2806.5991N,8242.9909W
2806.5994N,8242.9909W
2806.5996N,8242.991W
2806.5998N,8242.9911W
2806.6N,8242.9911W
2806.6001N,8242.9912W
2806.6002N,8242.9912W
2806.6004N,8242.9912W
2806.6005N,8242.9912W
2806.6006N,8242.9912W
2806.6008N,8242.9913W
2806.6008N,8242.9913W
2806.6008N,8242.9913W
2806.6007N,8242.9913W
2806.6007N,8242.9913W
2806.6008N,8242.9912W
2806.6008N,8242.9912W
2806.6007N,8242.9911W
2806.6007N,8242.9911W
2806.6007N,8242.9911W
2806.6007N,8242.9911W
2806.6007N,8242.9911W
2806.6007N,8242.991W
2806.6007N,8242.991W
2806.6007N,8242.991W
2806.6006N,8242.991W
2806.6006N,8242.991W
2806.6006N,8242.9909W
2806.6006N,8242.9909W
2806.6006N,8242.9909W
2806.6006N,8242.9908W
2806.6006N,8242.9908W
2806.6005N,8242.9908W
2806.6005N,8242.9907W
2806.6004N,8242.9907W
2806.6004N,8242.9907W
2806.6003N,8242.9907W
2806.6003N,8242.9907W
2806.6002N,8242.9907W
2806.6002N,8242.9907W
2806.6002N,8242.9906W
2806.6002N,8242.9906W
2806.6002N,8242.9906W
2806.6002N,8242.9905W
2806.6002N,8242.9905W
2806.6002N,8242.9905W
2806.6001N,8242.9905W
2806.6001N,8242.9904W
2806.6001N,8242.9904W
2806.6001N,8242.9904W
2806.6001N,8242.9904W
2806.6001N,8242.9904W
2806.6001N,8242.9903W
2806.6N,8242.9903W
2806.6N,8242.9903W
2806.6N,8242.9903W
2806.6N,8242.9903W
2806.6N,8242.9902W
2806.6N,8242.9902W
2806.6N,8242.9902W
2806.5999N,8242.9902W
2806.5999N,8242.9902W
2806.5999N,8242.9901W
2806.5999N,8242.9901W
2806.5999N,8242.9901W
2806.5999N,8242.9901W
2806.5999N,8242.9901W
2806.5999N,8242.9901W
2806.5998N,8242.9901W
2806.5998N,8242.9901W
2806.5998N,8242.99W
2806.5998N,8242.99W
2806.5998N,8242.99W
2806.5998N,8242.99W
2806.5998N,8242.99W
2806.5997N,8242.99W
2806.5997N,8242.99W
2806.5997N,8242.99W
2806.5997N,8242.99W
2806.5997N,8242.99W
2806.5996N,8242.99W
2806.5996N,8242.99W
2806.5996N,8242.99W
2806.5996N,8242.99W
2806.5996N,8242.99W
2806.5996N,8242.99W
2806.5995N,8242.99W
2806.5995N,8242.99W
2806.5995N,8242.99W
2806.5994N,8242.99W
2806.5994N,8242.99W
2806.5994N,8242.99W
2806.5994N,8242.99W
2806.5993N,8242.99W
2806.5993N,8242.99W
2806.5993N,8242.9901W
2806.5992N,8242.9901W
2806.5992N,8242.9901W
2806.599N,8242.9901W
2806.5989N,8242.9901W
2806.5988N,8242.9901W
2806.5988N,8242.9902W
2806.5987N,8242.9902W
2806.5987N,8242.9902W
2806.5986N,8242.9902W
2806.5985N,8242.9903W
2806.5984N,8242.9903W
2806.5984N,8242.9903W
2806.5983N,8242.9904W
2806.5982N,8242.9904W
2806.5981N,8242.9904W
2806.598N,8242.9905W
2806.598N,8242.9905W
2806.5979N,8242.9905W
2806.5978N,8242.9905W
2806.5978N,8242.9905W
2806.5977N,8242.9905W
2806.5977N,8242.9905W
2806.5976N,8242.9905W
2806.5976N,8242.9905W
2806.5975N,8242.9905W
2806.5974N,8242.9905W
2806.5973N,8242.9906W
2806.5973N,8242.9906W
2806.5972N,8242.9906W
2806.5971N,8242.9906W
2806.597N,8242.9906W
2806.5969N,8242.9906W
2806.5969N,8242.9906W
2806.5968N,8242.9906W
2806.5967N,8242.9906W
2806.5966N,8242.9906W
2806.5965N,8242.9907W
2806.5965N,8242.9907W
2806.5964N,8242.9907W
2806.5963N,8242.9907W
2806.5963N,8242.9907W
2806.5962N,8242.9907W
2806.5962N,8242.9905W
2806.5962N,8242.9904W
2806.5962N,8242.9903W
2806.5962N,8242.9903W
2806.5964N,8242.9902W
2806.5964N,8242.9899W
2806.5963N,8242.9895W
2806.5962N,8242.9892W
2806.5961N,8242.9889W
2806.5961N,8242.9886W
2806.5961N,8242.9882W
2806.5962N,8242.9879W
2806.5961N,8242.9876W
2806.5961N,8242.9873W
2806.5961N,8242.987W
2806.5961N,8242.9869W
2806.5962N,8242.9868W
2806.5962N,8242.9866W
2806.5963N,8242.9865W
2806.5963N,8242.9864W
2806.5963N,8242.9862W
2806.5964N,8242.9861W
2806.5964N,8242.986W
2806.5965N,8242.9859W
2806.5965N,8242.9859W
2806.5966N,8242.9858W
2806.5967N,8242.9857W
2806.5967N,8242.9856W
2806.5968N,8242.9854W
2806.5968N,8242.9853W
2806.5969N,8242.9851W
2806.5969N,8242.9851W
2806.597N,8242.985W
2806.597N,8242.9849W
2806.5971N,8242.9848W
2806.5971N,8242.9847W
2806.5971N,8242.9846W
2806.5972N,8242.9846W
2806.5972N,8242.9845W
2806.5972N,8242.9844W
2806.5973N,8242.9843W
2806.5973N,8242.9842W
2806.5974N,8242.9842W
2806.5974N,8242.9841W
2806.5974N,8242.984W
2806.5974N,8242.9839W
2806.5975N,8242.9839W
2806.5975N,8242.9838W
2806.5975N,8242.9838W
2806.5976N,8242.9838W
2806.5976N,8242.9838W
2806.5977N,8242.9837W
2806.5978N,8242.9837W
2806.5978N,8242.9837W
2806.5978N,8242.9837W
2806.5979N,8242.9837W
2806.5979N,8242.9838W
2806.5981N,8242.9839W
2806.5982N,8242.984W
2806.5983N,8242.984W
2806.5983N,8242.9841W
2806.5984N,8242.9841W
2806.5985N,8242.9841W
2806.5986N,8242.9842W
2806.5988N,8242.9841W
2806.5988N,8242.9841W
2806.5989N,8242.9842W
2806.599N,8242.9842W
2806.5991N,8242.9842W
2806.5993N,8242.9842W
2806.5996N,8242.9843W
2806.5996N,8242.9843W
2806.5996N,8242.9843W
2806.5996N,8242.9843W
2806.5996N,8242.9843W
2806.5996N,8242.9843W
2806.5996N,8242.9843W
2806.5997N,8242.9842W
2806.5997N,8242.9842W
2806.5997N,8242.9842W
2806.5997N,8242.9843W
2806.5998N,8242.9843W
2806.5998N,8242.9843W
2806.5998N,8242.9843W
2806.5999N,8242.9843W
2806.5999N,8242.9843W
2806.6001N,8242.9843W
2806.6002N,8242.9844W
2806.6004N,8242.9844W
2806.6004N,8242.9843W
2806.6005N,8242.9842W
2806.6006N,8242.9841W
2806.6006N,8242.9841W
2806.6007N,8242.984W
2806.6008N,8242.9839W
2806.6009N,8242.9838W
2806.6011N,8242.9837W
2806.6012N,8242.9836W
2806.6011N,8242.9836W
2806.6011N,8242.9836W
2806.6011N,8242.9836W
2806.6011N,8242.9836W
2806.6013N,8242.9837W
2806.6015N,8242.9837W
2806.6017N,8242.9838W
2806.6018N,8242.9838W
2806.6019N,8242.9839W
2806.602N,8242.984W
2806.6021N,8242.9841W
2806.6022N,8242.9842W
2806.6023N,8242.9843W
2806.6024N,8242.9843W
2806.6025N,8242.9844W
2806.6025N,8242.9845W
2806.6026N,8242.9845W
2806.6027N,8242.9846W
2806.6029N,8242.9848W
2806.603N,8242.9849W
2806.6031N,8242.985W
2806.6032N,8242.9851W
2806.6033N,8242.9853W
2806.6034N,8242.9854W
2806.6036N,8242.9855W
2806.6036N,8242.9856W
2806.6037N,8242.9857W
2806.6038N,8242.9859W
2806.604N,8242.9859W
2806.6042N,8242.9859W
2806.6044N,8242.986W
2806.6046N,8242.9861W
2806.6048N,8242.9862W
2806.6049N,8242.9864W
2806.6051N,8242.9865W
2806.6053N,8242.9866W
2806.6055N,8242.9867W
2806.6057N,8242.9869W
2806.6059N,8242.987W
2806.6061N,8242.9872W
2806.6063N,8242.9874W
2806.6065N,8242.9876W
2806.6067N,8242.9878W
2806.6068N,8242.9878W
2806.6069N,8242.9879W
2806.6071N,8242.9881W
2806.6073N,8242.9883W
2806.6074N,8242.9885W
2806.6075N,8242.9886W
2806.6076N,8242.9887W
2806.6077N,8242.9887W
2806.6078N,8242.9888W
2806.6079N,8242.9888W
2806.608N,8242.9889W
2806.6081N,8242.9889W
2806.6082N,8242.989W
2806.6083N,8242.9891W
2806.6084N,8242.9892W
2806.6085N,8242.9892W
2806.6086N,8242.9893W
2806.6088N,8242.9893W
2806.6089N,8242.9894W
2806.6089N,8242.9895W
2806.609N,8242.9896W
2806.6091N,8242.9898W
2806.6092N,8242.9898W
2806.6093N,8242.9899W
2806.6094N,8242.99W
2806.6095N,8242.9901W
2806.6097N,8242.9902W
2806.6098N,8242.9902W
2806.61N,8242.9903W
2806.6102N,8242.9904W
2806.6104N,8242.9906W
2806.6106N,8242.9907W
2806.6108N,8242.9908W
2806.6109N,8242.991W
2806.6111N,8242.9911W
2806.6112N,8242.9912W
2806.6112N,8242.9913W
2806.6112N,8242.9912W
2806.6114N,8242.9915W
2806.6116N,8242.9916W
2806.6116N,8242.9917W
2806.6116N,8242.9917W
2806.6116N,8242.9917W
2806.6117N,8242.9918W
2806.6117N,8242.9918W
2806.6117N,8242.9919W
2806.6118N,8242.992W
2806.6118N,8242.992W
2806.6119N,8242.9919W
2806.6119N,8242.9918W
2806.6121N,8242.9918W
2806.6122N,8242.9915W
2806.6124N,8242.9912W
2806.6126N,8242.9909W
2806.6127N,8242.9906W
2806.6129N,8242.9904W
2806.613N,8242.9902W
2806.6131N,8242.99W
2806.6133N,8242.9896W
2806.6135N,8242.9892W
2806.6138N,8242.989W
2806.614N,8242.9888W
2806.6143N,8242.9888W
2806.6144N,8242.9887W
2806.6145N,8242.9887W
2806.6146N,8242.9887W
2806.6147N,8242.9887W
2806.6149N,8242.9887W
2806.615N,8242.9887W
2806.6151N,8242.9887W
2806.6152N,8242.9887W
2806.6152N,8242.9887W
2806.6153N,8242.9887W
2806.6153N,8242.9886W
2806.6154N,8242.9886W
2806.6155N,8242.9886W
2806.6156N,8242.9886W
2806.6157N,8242.9887W
2806.6158N,8242.9887W
2806.6158N,8242.9887W
2806.6158N,8242.9886W
2806.6159N,8242.9887W
2806.6159N,8242.9888W
2806.616N,8242.9888W
2806.6159N,8242.9889W
2806.6159N,8242.9889W
2806.6158N,8242.9889W
2806.6158N,8242.989W
2806.6158N,8242.989W
2806.6158N,8242.989W
2806.6157N,8242.989W
2806.6157N,8242.989W
2806.6157N,8242.989W
2806.6156N,8242.989W
2806.6156N,8242.989W
2806.6156N,8242.989W
2806.6156N,8242.9889W
2806.6156N,8242.9889W
2806.6156N,8242.9888W
2806.6155N,8242.9887W
2806.6155N,8242.9886W
2806.6155N,8242.9886W
2806.6155N,8242.9886W
2806.6154N,8242.9885W
2806.6154N,8242.9885W
2806.6154N,8242.9884W
2806.6154N,8242.9884W
2806.6153N,8242.9884W
2806.6153N,8242.9883W
2806.6154N,8242.9884W
2806.6154N,8242.9884W
2806.6154N,8242.9885W
2806.6154N,8242.9885W
2806.6153N,8242.9885W
2806.6153N,8242.9885W
2806.6152N,8242.9885W
2806.6152N,8242.9885W
2806.6152N,8242.9885W
2806.6152N,8242.9885W
2806.6152N,8242.9885W
2806.6152N,8242.9885W
2806.6152N,8242.9886W
2806.6152N,8242.9886W
2806.6152N,8242.9886W
2806.6152N,8242.9886W
2806.6152N,8242.9886W
2806.6152N,8242.9887W
2806.6152N,8242.9887W
2806.6152N,8242.9887W
2806.6152N,8242.9887W
2806.6152N,8242.9887W
2806.6152N,8242.9887W
2806.6152N,8242.9887W
2806.6152N,8242.9887W
2806.6152N,8242.9887W
2806.6152N,8242.9887W
2806.6152N,8242.9887W
2806.6152N,8242.9887W
2806.6152N,8242.9887W
2806.6152N,8242.9887W
2806.6152N,8242.9887W
2806.6152N,8242.9887W
2806.6152N,8242.9887W
2806.6152N,8242.9887W
2806.6152N,8242.9887W
2806.6151N,8242.9887W
2806.6151N,8242.9887W
2806.6151N,8242.9887W
2806.6151N,8242.9886W
2806.6151N,8242.9886W
2806.6151N,8242.9886W
2806.615N,8242.9886W
2806.615N,8242.9886W
2806.615N,8242.9886W
2806.615N,8242.9886W
2806.615N,8242.9886W
2806.6149N,8242.9886W
2806.6149N,8242.9886W
2806.6149N,8242.9886W
2806.6149N,8242.9886W
2806.6149N,8242.9887W
2806.6148N,8242.9887W
2806.6148N,8242.9887W
2806.6148N,8242.9887W
2806.6148N,8242.9887W
2806.6148N,8242.9887W
2806.6148N,8242.9887W
2806.6147N,8242.9888W
2806.6147N,8242.9888W
2806.6147N,8242.9888W
2806.6147N,8242.9888W
2806.6147N,8242.9888W
2806.6147N,8242.9889W
2806.6147N,8242.9889W
2806.6146N,8242.9889W
2806.6146N,8242.9889W
2806.6146N,8242.989W
2806.6146N,8242.989W
2806.6146N,8242.989W
2806.6146N,8242.989W
2806.6146N,8242.9891W
2806.6146N,8242.9891W
2806.6146N,8242.9891W
2806.6146N,8242.9891W
2806.6146N,8242.9892W
2806.6146N,8242.9892W
2806.6146N,8242.9892W
2806.6146N,8242.9892W
2806.6146N,8242.9893W
2806.6146N,8242.9893W
2806.6146N,8242.9893W
2806.6146N,8242.9893W
2806.6146N,8242.9893W
2806.6146N,8242.9894W
2806.6146N,8242.9894W
2806.6146N,8242.9894W
2806.6146N,8242.9894W
2806.6146N,8242.9895W
2806.6147N,8242.9895W
2806.6147N,8242.9895W
2806.6147N,8242.9895W
2806.6147N,8242.9895W
2806.6147N,8242.9896W
2806.6147N,8242.9896W
2806.6148N,8242.9896W
2806.6148N,8242.9896W
2806.6148N,8242.9896W
2806.6148N,8242.9897W
2806.6148N,8242.9897W
2806.6149N,8242.9897W
2806.6149N,8242.9897W
2806.6149N,8242.9897W
2806.6149N,8242.9897W
2806.6149N,8242.9898W
2806.6149N,8242.9898W
2806.6149N,8242.9898W
2806.6149N,8242.9898W
2806.615N,8242.9898W
2806.615N,8242.9898W
2806.615N,8242.9898W
2806.615N,8242.9898W
2806.615N,8242.9899W
2806.615N,8242.9899W
2806.615N,8242.9899W
2806.615N,8242.9899W
2806.615N,8242.9899W
2806.615N,8242.9899W
2806.615N,8242.9899W
2806.615N,8242.9899W
2806.6151N,8242.9899W
2806.6151N,8242.9899W
2806.6151N,8242.9899W
2806.6151N,8242.9899W
2806.6151N,8242.9899W
2806.6151N,8242.9899W
2806.6151N,8242.9899W
2806.6151N,8242.9899W
2806.6152N,8242.9899W
2806.6152N,8242.9899W
2806.6152N,8242.9899W
2806.6152N,8242.9899W
2806.6152N,8242.9899W
2806.6165N,8242.99W
2806.6174N,8242.9902W
2806.6179N,8242.9901W
2806.6185N,8242.9902W
2806.6187N,8242.9902W
2806.6189N,8242.9901W
2806.6191N,8242.9901W
2806.6193N,8242.9901W
2806.6195N,8242.9901W
2806.6197N,8242.9901W
2806.6197N,8242.9901W
2806.6198N,8242.9901W
2806.6199N,8242.9902W
2806.62N,8242.9903W
2806.62N,8242.9903W
2806.62N,8242.9903W
2806.6201N,8242.9903W
2806.6202N,8242.9903W
2806.6203N,8242.9903W
2806.6204N,8242.9904W
2806.6204N,8242.9905W
2806.6204N,8242.9905W
2806.6205N,8242.9905W
2806.6205N,8242.9906W
2806.6206N,8242.9907W
2806.6207N,8242.9908W
2806.6208N,8242.9909W
2806.6208N,8242.9909W
2806.6209N,8242.991W
2806.6209N,8242.991W
2806.6209N,8242.991W
2806.621N,8242.9911W
2806.621N,8242.9911W
2806.621N,8242.9911W
2806.621N,8242.9911W
2806.621N,8242.9911W
2806.6209N,8242.9911W
2806.6209N,8242.9912W
2806.6209N,8242.9911W
2806.6208N,8242.9911W
2806.6209N,8242.9911W
2806.6209N,8242.9911W
2806.621N,8242.9911W
2806.6209N,8242.991W
2806.6209N,8242.991W
2806.6209N,8242.9909W
2806.6208N,8242.9909W
2806.6207N,8242.9909W
2806.6207N,8242.9909W
2806.6207N,8242.9908W
2806.6208N,8242.9908W
2806.6208N,8242.9908W
2806.6208N,8242.9908W
2806.6208N,8242.9909W
2806.6208N,8242.9909W
2806.6208N,8242.9909W
2806.6209N,8242.9909W
2806.621N,8242.9909W
2806.621N,8242.9909W
2806.6211N,8242.991W
2806.6212N,8242.9911W
2806.6213N,8242.9912W
2806.6214N,8242.9912W
2806.6217N,8242.9911W
2806.6218N,8242.9912W
2806.622N,8242.9912W
2806.6222N,8242.9911W
2806.6224N,8242.991W
2806.6227N,8242.991W
2806.6228N,8242.991W
2806.623N,8242.9909W
2806.6231N,8242.9906W
2806.6233N,8242.9904W
2806.6235N,8242.9901W
2806.6236N,8242.99W
2806.6237N,8242.9897W
2806.6238N,8242.9893W
2806.6239N,8242.989W
2806.6241N,8242.9886W
2806.6242N,8242.9883W
2806.6243N,8242.988W
2806.6244N,8242.9876W
2806.6244N,8242.9873W
2806.6245N,8242.9869W
2806.6245N,8242.9865W
2806.6246N,8242.9862W
2806.6247N,8242.9859W
2806.6247N,8242.9855W
2806.6248N,8242.9851W
2806.6248N,8242.9847W
2806.6248N,8242.9843W
2806.6248N,8242.9838W
2806.6248N,8242.9834W
2806.6248N,8242.9829W
2806.6248N,8242.9825W
2806.6247N,8242.9822W
2806.6247N,8242.9817W
2806.6246N,8242.9813W
2806.6246N,8242.9809W
2806.6245N,8242.9805W
2806.6245N,8242.9801W
2806.6244N,8242.9797W
2806.6243N,8242.9792W
2806.6243N,8242.9787W
2806.6242N,8242.9783W
2806.6243N,8242.9779W
2806.6242N,8242.9775W
2806.6243N,8242.9772W
2806.6243N,8242.9769W
2806.6242N,8242.9765W
2806.6242N,8242.9762W
2806.6241N,8242.9758W
2806.6241N,8242.9753W
2806.624N,8242.9749W
2806.624N,8242.9745W
2806.6239N,8242.9741W
2806.6239N,8242.9738W
2806.6238N,8242.9734W
2806.6237N,8242.9731W
2806.6237N,8242.9727W
2806.6236N,8242.9723W
2806.6236N,8242.9719W
2806.6236N,8242.9716W
2806.6235N,8242.9712W
2806.6235N,8242.9708W
2806.6235N,8242.9705W
2806.6236N,8242.9701W
2806.6236N,8242.9697W
2806.6236N,8242.9694W
2806.6236N,8242.969W
2806.6236N,8242.9687W
2806.6236N,8242.9683W
2806.6236N,8242.9679W
2806.6236N,8242.9676W
2806.6237N,8242.9672W
2806.6237N,8242.9669W
2806.6237N,8242.9666W
2806.6236N,8242.9663W
2806.6236N,8242.9659W
2806.6237N,8242.9656W
2806.6236N,8242.9652W
2806.6236N,8242.9647W
2806.6237N,8242.9643W
2806.6237N,8242.9639W
2806.6237N,8242.9635W
2806.6238N,8242.9631W
2806.6239N,8242.9627W
2806.6239N,8242.9623W
2806.6239N,8242.9619W
2806.624N,8242.9615W
2806.624N,8242.961W
2806.6239N,8242.9605W
2806.6239N,8242.96W
2806.624N,8242.9595W
2806.6239N,8242.9591W
2806.6238N,8242.9586W
2806.6239N,8242.9581W
2806.6239N,8242.9576W
2806.6238N,8242.9572W
2806.6238N,8242.9567W
2806.6239N,8242.9563W
2806.6239N,8242.9559W
2806.6239N,8242.9554W
2806.6239N,8242.955W
2806.6239N,8242.9546W
2806.6239N,8242.9542W
2806.6239N,8242.9537W
2806.6239N,8242.9532W
2806.624N,8242.9528W
2806.624N,8242.9523W
2806.624N,8242.9518W
2806.624N,8242.9514W
2806.624N,8242.951W
2806.624N,8242.9506W
2806.6241N,8242.9501W
2806.6242N,8242.9497W
2806.6243N,8242.9492W
2806.6245N,8242.9486W
2806.6248N,8242.9483W
2806.6249N,8242.9479W
2806.625N,8242.9475W
2806.6252N,8242.9472W
2806.6253N,8242.9468W
2806.6255N,8242.9465W
2806.6256N,8242.9461W
2806.6257N,8242.9458W
2806.6257N,8242.9454W
2806.6258N,8242.945W
2806.626N,8242.9446W
2806.6261N,8242.9442W
2806.6261N,8242.9438W
2806.6262N,8242.9434W
2806.6263N,8242.943W
2806.6263N,8242.9426W
2806.6264N,8242.9421W
2806.6265N,8242.9417W
2806.6265N,8242.9413W
2806.6266N,8242.9408W
2806.6267N,8242.9404W
2806.6268N,8242.94W
2806.6268N,8242.9395W
2806.6268N,8242.9391W
2806.6268N,8242.9387W
2806.6269N,8242.9382W
2806.6269N,8242.9378W
2806.6269N,8242.9374W
2806.6272N,8242.9371W
2806.6272N,8242.9367W
2806.6272N,8242.9362W
2806.6271N,8242.9358W
2806.6271N,8242.9355W
2806.6271N,8242.9351W
2806.6271N,8242.9347W
2806.6272N,8242.9343W
2806.6272N,8242.9339W
2806.6272N,8242.9336W
2806.6272N,8242.9332W
2806.6272N,8242.9328W
2806.6272N,8242.9323W
2806.6272N,8242.9319W
2806.6272N,8242.9315W
2806.6271N,8242.9311W
2806.6271N,8242.9307W
2806.6271N,8242.9303W
2806.627N,8242.93W
2806.6269N,8242.9296W
2806.6269N,8242.9292W
2806.6268N,8242.9288W
2806.6267N,8242.9284W
2806.6267N,8242.928W
2806.6267N,8242.9276W
2806.6267N,8242.9272W
2806.6266N,8242.9268W
2806.6265N,8242.9264W
2806.6264N,8242.926W
2806.6263N,8242.9255W
2806.6262N,8242.9251W
2806.6261N,8242.9247W
2806.6259N,8242.9242W
2806.6258N,8242.9238W
2806.6257N,8242.9234W
2806.6257N,8242.923W
2806.6256N,8242.9226W
2806.6255N,8242.9222W
2806.6255N,8242.9218W
2806.6254N,8242.9214W
2806.6253N,8242.921W
2806.6252N,8242.9206W
2806.6252N,8242.9201W
2806.6252N,8242.9196W
2806.6251N,8242.9192W
2806.625N,8242.9188W
2806.625N,8242.9184W
2806.6249N,8242.918W
2806.6249N,8242.9176W
2806.6249N,8242.9172W
2806.6249N,8242.9168W
2806.6249N,8242.9164W
2806.6249N,8242.916W
2806.6249N,8242.9155W
2806.6249N,8242.9151W
2806.6249N,8242.9146W
2806.6248N,8242.9142W
2806.6248N,8242.9138W
2806.6247N,8242.9134W
2806.6247N,8242.9131W
2806.6246N,8242.9126W
2806.6245N,8242.9123W
2806.6245N,8242.9118W
2806.6244N,8242.9114W
2806.6244N,8242.9109W
2806.6243N,8242.9105W
2806.6242N,8242.91W
2806.6241N,8242.9096W
2806.624N,8242.9092W
2806.6239N,8242.9088W
2806.6239N,8242.9084W
2806.6239N,8242.908W
2806.6238N,8242.9076W
2806.6237N,8242.9072W
2806.6236N,8242.9068W
2806.6235N,8242.9064W
2806.6234N,8242.906W
2806.6233N,8242.9057W
2806.6231N,8242.9053W
2806.623N,8242.9049W
2806.6228N,8242.9045W
2806.6227N,8242.9042W
2806.6225N,8242.9038W
2806.6224N,8242.9034W
2806.6223N,8242.903W
2806.6222N,8242.9026W
2806.622N,8242.9022W
2806.6219N,8242.9019W
2806.6218N,8242.9015W
2806.6217N,8242.9011W
2806.6216N,8242.9008W
2806.6214N,8242.9004W
2806.6213N,8242.9001W
2806.6212N,8242.8996W
2806.6211N,8242.8992W
2806.621N,8242.8989W
2806.621N,8242.8985W
2806.621N,8242.8983W
2806.621N,8242.8981W
2806.621N,8242.8978W
2806.621N,8242.8976W
2806.621N,8242.8974W
2806.6209N,8242.8971W
2806.6208N,8242.8968W
2806.6207N,8242.8965W
2806.6205N,8242.8961W
2806.6205N,8242.8957W
2806.6204N,8242.8954W
2806.6202N,8242.895W
2806.6201N,8242.8946W
2806.62N,8242.8942W
2806.6199N,8242.8938W
2806.6198N,8242.8934W
2806.6197N,8242.893W
2806.6196N,8242.8927W
2806.6195N,8242.8923W
2806.6194N,8242.8919W
