latitude,longitude
2806.7818N,8243.0347W
2806.7817N,8243.0348W
2806.7817N,8243.035W
2806.7816N,8243.035W
2806.7815N,8243.0351W
2806.7814N,8243.0352W
2806.7814N,8243.0352W
2806.7814N,8243.0353W
2806.7813N,8243.0354W
2806.7812N,8243.0356W
2806.781N,8243.0358W
2806.7809N,8243.0359W
2806.7808N,8243.0361W
2806.7807N,8243.0363W
2806.7806N,8243.0364W
2806.7805N,8243.0365W
2806.7804N,8243.0367W
2806.7803N,8243.0368W
2806.7803N,8243.0369W
2806.7802N,8243.0371W
2806.78N,8243.0372W
2806.78N,8243.0373W
2806.7799N,8243.0374W
2806.7798N,8243.0375W
2806.7798N,8243.0376W
2806.7797N,8243.0377W
2806.7797N,8243.0379W
2806.7796N,8243.038W
2806.7796N,8243.0381W
2806.7795N,8243.0383W
2806.7795N,8243.0384W
2806.7794N,8243.0385W
2806.7793N,8243.0386W
2806.7793N,8243.0387W
2806.7793N,8243.0389W
2806.7792N,8243.039W
2806.7792N,8243.0391W
2806.7791N,8243.0393W
2806.7791N,8243.0394W
2806.779N,8243.0396W
2806.7789N,8243.0397W
2806.7788N,8243.04W
2806.7788N,8243.0401W
2806.7787N,8243.0403W
2806.7787N,8243.0405W
2806.7786N,8243.0406W
2806.7786N,8243.0407W
2806.7785N,8243.0408W
2806.7784N,8243.041W
2806.7784N,8243.0413W
2806.7784N,8243.0415W
2806.7785N,8243.0418W
2806.7785N,8243.042W
2806.7785N,8243.0422W
2806.7784N,8243.0422W
2806.7783N,8243.0423W
2806.7783N,8243.0425W
2806.7783N,8243.0427W
2806.7783N,8243.0429W
2806.7783N,8243.0431W
2806.7783N,8243.0432W
2806.7782N,8243.0434W
2806.7782N,8243.0435W
2806.7782N,8243.0437W
2806.7782N,8243.0438W
2806.7782N,8243.044W
2806.7782N,8243.0441W
2806.7781N,8243.0442W
2806.7781N,8243.0444W
2806.7781N,8243.0446W
2806.7781N,8243.0448W
2806.7781N,8243.0449W
2806.7781N,8243.0451W
2806.7781N,8243.0453W
2806.7781N,8243.0455W
2806.7781N,8243.0457W
2806.7781N,8243.0458W
2806.7781N,8243.0459W
2806.7781N,8243.046W
2806.7781N,8243.0461W
2806.7781N,8243.0463W
2806.778N,8243.0464W
2806.778N,8243.0466W
2806.7779N,8243.0468W
2806.7779N,8243.047W
2806.7778N,8243.0472W
2806.7777N,8243.0474W
2806.7776N,8243.0476W
2806.7776N,8243.0477W
2806.7775N,8243.0478W
2806.7774N,8243.048W
2806.7774N,8243.0482W
2806.7774N,8243.0484W
2806.7773N,8243.0485W
2806.7773N,8243.0487W
2806.7772N,8243.0489W
2806.7771N,8243.049W
2806.7771N,8243.0492W
2806.777N,8243.0494W
2806.777N,8243.0495W
2806.777N,8243.0496W
2806.777N,8243.0498W
2806.777N,8243.05W
2806.777N,8243.0501W
2806.777N,8243.0503W
2806.777N,8243.0504W
2806.7769N,8243.0506W
2806.7769N,8243.0507W
2806.7769N,8243.0509W
2806.7768N,8243.051W
2806.7768N,8243.0513W
2806.7768N,8243.0515W
2806.7768N,8243.0516W
2806.7768N,8243.0518W
2806.7768N,8243.0519W
2806.7768N,8243.052W
2806.7769N,8243.0521W
2806.7769N,8243.0522W
2806.7769N,8243.0523W
2806.777N,8243.0524W
2806.777N,8243.0525W
2806.777N,8243.0526W
2806.777N,8243.0526W
2806.777N,8243.0527W
2806.777N,8243.0528W
2806.7769N,8243.0529W
2806.7769N,8243.053W
2806.7769N,8243.0531W
2806.777N,8243.0531W
2806.777N,8243.0531W
2806.7769N,8243.0532W
2806.7769N,8243.0532W
2806.7769N,8243.0533W
2806.7769N,8243.0534W
2806.7769N,8243.0535W
2806.7768N,8243.0536W
2806.7767N,8243.0537W
2806.7767N,8243.0538W
2806.7767N,8243.0539W
2806.7767N,8243.054W
2806.7767N,8243.054W
2806.7767N,8243.0541W
2806.7767N,8243.0542W
2806.7767N,8243.0542W
2806.7767N,8243.0544W
2806.7767N,8243.0545W
2806.7766N,8243.0547W
2806.7766N,8243.0548W
2806.7766N,8243.055W
2806.7766N,8243.0551W
2806.7766N,8243.0552W
2806.7767N,8243.0554W
2806.7767N,8243.0555W
2806.7767N,8243.0556W
2806.7767N,8243.0557W
2806.7767N,8243.0558W
2806.7768N,8243.0561W
2806.7768N,8243.0562W
2806.7768N,8243.0563W
2806.7769N,8243.0564W
2806.7769N,8243.0565W
2806.7769N,8243.0566W
2806.777N,8243.0568W
2806.7771N,8243.0569W
2806.7771N,8243.0571W
2806.7771N,8243.0572W
2806.7771N,8243.0573W
2806.7771N,8243.0574W
2806.7771N,8243.0575W
2806.777N,8243.0576W
2806.777N,8243.0577W
2806.7769N,8243.0578W
2806.7769N,8243.0579W
2806.7769N,8243.0581W
2806.7769N,8243.0581W
2806.7769N,8243.0583W
2806.7769N,8243.0583W
2806.7769N,8243.0585W
2806.7769N,8243.0586W
2806.7769N,8243.0587W
2806.7769N,8243.0589W
2806.7769N,8243.0589W
2806.7769N,8243.059W
2806.7769N,8243.0592W
2806.7769N,8243.0592W
2806.7769N,8243.0593W
2806.7768N,8243.0593W
2806.7768N,8243.0595W
2806.7768N,8243.0596W
2806.7767N,8243.0597W
2806.7767N,8243.0598W
2806.7767N,8243.0599W
2806.7766N,8243.06W
2806.7766N,8243.0601W
2806.7766N,8243.0602W
2806.7766N,8243.0604W
2806.7765N,8243.0605W
2806.7764N,8243.0607W
2806.7764N,8243.0608W
2806.7763N,8243.0609W
2806.7762N,8243.061W
2806.7762N,8243.0612W
2806.7762N,8243.0613W
2806.7762N,8243.0615W
2806.7761N,8243.0617W
2806.7761N,8243.0618W
2806.776N,8243.062W
2806.776N,8243.0621W
2806.7759N,8243.0622W
2806.7759N,8243.0623W
2806.7758N,8243.0624W
2806.7758N,8243.0625W
2806.7757N,8243.0627W
2806.7757N,8243.0628W
2806.7756N,8243.063W
2806.7756N,8243.0632W
2806.7755N,8243.0634W
2806.7755N,8243.0635W
2806.7754N,8243.0637W
2806.7753N,8243.0638W
2806.7753N,8243.0639W
2806.7753N,8243.064W
2806.7752N,8243.0641W
2806.7752N,8243.0642W
2806.7752N,8243.0643W
2806.7751N,8243.0644W
2806.7751N,8243.0645W
2806.7751N,8243.0646W
2806.775N,8243.0648W
2806.775N,8243.0648W
2806.775N,8243.0649W
2806.775N,8243.0651W
2806.775N,8243.0653W
2806.7749N,8243.0654W
2806.7749N,8243.0655W
2806.7748N,8243.0656W
2806.7748N,8243.0656W
2806.7747N,8243.0657W
2806.7747N,8243.0658W
2806.7747N,8243.0659W
2806.7747N,8243.0661W
2806.7747N,8243.0662W
2806.7746N,8243.0664W
2806.7745N,8243.0665W
2806.7745N,8243.0668W
2806.7744N,8243.067W
2806.7744N,8243.0672W
2806.7743N,8243.0673W
2806.7743N,8243.0675W
2806.7743N,8243.0677W
2806.7742N,8243.0679W
2806.7742N,8243.0681W
2806.7741N,8243.0682W
2806.774N,8243.0683W
2806.774N,8243.0684W
2806.7739N,8243.0684W
2806.7739N,8243.0685W
2806.7738N,8243.0686W
2806.7738N,8243.0688W
2806.7737N,8243.069W
2806.7736N,8243.0692W
2806.7736N,8243.0694W
2806.7736N,8243.0696W
2806.7735N,8243.0699W
2806.7735N,8243.0701W
2806.7736N,8243.0704W
2806.7736N,8243.0706W
2806.7736N,8243.0707W
2806.7735N,8243.0709W
2806.7736N,8243.0711W
2806.7736N,8243.0713W
2806.7736N,8243.0715W
2806.7736N,8243.0717W
2806.7735N,8243.0718W
2806.7735N,8243.072W
2806.7735N,8243.0722W
2806.7735N,8243.0724W
2806.7734N,8243.0726W
2806.7734N,8243.0727W
2806.7733N,8243.0728W
2806.7733N,8243.0728W
2806.7733N,8243.0729W
2806.7732N,8243.073W
2806.7732N,8243.0731W
2806.7731N,8243.0732W
2806.7731N,8243.0734W
2806.7731N,8243.0737W
2806.7731N,8243.0738W
2806.7731N,8243.074W
2806.7732N,8243.0741W
2806.7731N,8243.0742W
2806.7731N,8243.0742W
2806.7731N,8243.0744W
2806.773N,8243.0745W
2806.773N,8243.0746W
2806.773N,8243.0747W
2806.773N,8243.0748W
2806.773N,8243.075W
2806.773N,8243.0752W
2806.773N,8243.0754W
2806.773N,8243.0757W
2806.773N,8243.076W
2806.773N,8243.0762W
2806.7729N,8243.0764W
2806.7729N,8243.0766W
2806.7729N,8243.0769W
2806.7729N,8243.0771W
2806.7728N,8243.0772W
2806.7728N,8243.0773W
2806.7728N,8243.0774W
2806.7727N,8243.0775W
2806.7727N,8243.0776W
2806.7727N,8243.0777W
2806.7726N,8243.0778W
2806.7726N,8243.0778W
2806.7725N,8243.0779W
2806.7725N,8243.0779W
2806.7725N,8243.078W
2806.7724N,8243.0782W
2806.7724N,8243.0783W
2806.7725N,8243.0784W
2806.7724N,8243.0786W
2806.7725N,8243.0788W
2806.7725N,8243.0789W
2806.7725N,8243.0791W
2806.7724N,8243.0793W
2806.7724N,8243.0794W
2806.7724N,8243.0796W
2806.7723N,8243.0797W
2806.7723N,8243.0798W
2806.7722N,8243.08W
2806.7721N,8243.0802W
2806.7721N,8243.0804W
2806.7719N,8243.0806W
2806.7718N,8243.0809W
2806.7718N,8243.0811W
2806.7718N,8243.0811W
2806.7718N,8243.0812W
2806.7717N,8243.0813W
2806.7717N,8243.0815W
2806.7717N,8243.0817W
2806.7716N,8243.0818W
2806.7716N,8243.0819W
2806.7716N,8243.082W
2806.7716N,8243.0821W
2806.7715N,8243.0822W
2806.7715N,8243.0823W
2806.7715N,8243.0824W
2806.7714N,8243.0825W
2806.7714N,8243.0825W
2806.7714N,8243.0826W
2806.7714N,8243.0827W
2806.7714N,8243.0827W
2806.7713N,8243.0828W
2806.7713N,8243.0828W
2806.7713N,8243.0829W
2806.7712N,8243.083W
2806.7712N,8243.083W
2806.7711N,8243.083W
2806.7711N,8243.0831W
2806.7711N,8243.0832W
2806.7711N,8243.0833W
2806.7711N,8243.0834W
2806.771N,8243.0835W
2806.771N,8243.0836W
2806.771N,8243.0837W
2806.7709N,8243.0837W
2806.7709N,8243.0838W
2806.7709N,8243.0839W
2806.7709N,8243.084W
2806.7708N,8243.0841W
2806.7708N,8243.0842W
2806.7708N,8243.0843W
2806.7708N,8243.0844W
2806.7707N,8243.0846W
2806.7707N,8243.0847W
2806.7706N,8243.0848W
2806.7706N,8243.0849W
2806.7706N,8243.0849W
2806.7705N,8243.085W
2806.7705N,8243.0851W
2806.7704N,8243.0852W
2806.7704N,8243.0853W
2806.7703N,8243.0854W
2806.7703N,8243.0855W
2806.7702N,8243.0857W
2806.7701N,8243.0858W
2806.7701N,8243.0859W
2806.7701N,8243.086W
2806.77N,8243.0861W
2806.77N,8243.0863W
2806.7699N,8243.0863W
2806.7699N,8243.0864W
2806.7699N,8243.0865W
2806.7698N,8243.0867W
2806.7696N,8243.0868W
2806.7696N,8243.0869W
2806.7695N,8243.087W
2806.7694N,8243.0871W
2806.7693N,8243.0873W
2806.7693N,8243.0875W
2806.7692N,8243.0876W
2806.7691N,8243.0878W
2806.7689N,8243.088W
2806.7687N,8243.0882W
2806.7686N,8243.0884W
2806.7684N,8243.0886W
2806.7683N,8243.0887W
2806.7683N,8243.0888W
2806.7682N,8243.0889W
2806.7682N,8243.0891W
2806.7681N,8243.0892W
2806.768N,8243.0893W
2806.768N,8243.0894W
2806.7679N,8243.0895W
2806.7678N,8243.0896W
2806.7678N,8243.0898W
2806.7677N,8243.0899W
2806.7677N,8243.0901W
2806.7677N,8243.0903W
2806.7677N,8243.0905W
2806.7677N,8243.0907W
2806.7677N,8243.0908W
2806.7676N,8243.091W
2806.7675N,8243.0912W
2806.7674N,8243.0914W
2806.7674N,8243.0915W
2806.7673N,8243.0917W
2806.7673N,8243.0918W
2806.7672N,8243.0919W
2806.7671N,8243.0921W
2806.7669N,8243.0924W
2806.7668N,8243.0927W
2806.7667N,8243.0928W
2806.7666N,8243.093W
2806.7665N,8243.0931W
2806.7664N,8243.0933W
2806.7664N,8243.0934W
2806.7663N,8243.0937W
2806.7662N,8243.094W
2806.7661N,8243.0942W
2806.7661N,8243.0944W
2806.766N,8243.0945W
2806.7659N,8243.0947W
2806.7658N,8243.0948W
2806.7658N,8243.095W
2806.7657N,8243.0951W
2806.7656N,8243.0953W
2806.7655N,8243.0954W
2806.7653N,8243.0956W
2806.7652N,8243.0958W
2806.7651N,8243.096W
2806.7649N,8243.0962W
2806.7649N,8243.0964W
2806.7648N,8243.0965W
2806.7647N,8243.0967W
2806.7646N,8243.0969W
2806.7645N,8243.0971W
2806.7645N,8243.0973W
2806.7644N,8243.0974W
2806.7643N,8243.0976W
2806.7643N,8243.0978W
2806.7642N,8243.0979W
2806.7641N,8243.0981W
2806.7641N,8243.0982W
2806.764N,8243.0984W
2806.7639N,8243.0985W
2806.7638N,8243.0988W
2806.7637N,8243.099W
2806.7636N,8243.0994W
2806.7634N,8243.0997W
2806.7633N,8243.1W
2806.763N,8243.1004W
2806.7628N,8243.1007W
2806.7626N,8243.101W
2806.7624N,8243.1012W
2806.7622N,8243.1014W
2806.762N,8243.1016W
2806.7619N,8243.1018W
2806.7618N,8243.1019W
2806.7616N,8243.102W
2806.7615N,8243.102W
2806.7615N,8243.1021W
2806.7615N,8243.1021W
2806.7614N,8243.1023W
2806.7613N,8243.1023W
2806.7613N,8243.1023W
2806.7613N,8243.1024W
2806.7613N,8243.1024W
2806.7613N,8243.1025W
2806.7614N,8243.1026W
2806.7614N,8243.1027W
2806.7614N,8243.1029W
2806.7614N,8243.1029W
2806.7614N,8243.103W
2806.7613N,8243.103W
2806.7613N,8243.103W
2806.7612N,8243.1031W
2806.7612N,8243.1031W
2806.7612N,8243.1032W
2806.7612N,8243.1032W
2806.7611N,8243.1033W
2806.7611N,8243.1033W
2806.761N,8243.1034W
2806.761N,8243.1034W
2806.7609N,8243.1035W
2806.7609N,8243.1035W
2806.7609N,8243.1036W
2806.7609N,8243.1037W
2806.7609N,8243.1038W
2806.7608N,8243.1038W
2806.7608N,8243.1038W
2806.7608N,8243.104W
2806.7607N,8243.1041W
2806.7606N,8243.1043W
2806.7605N,8243.1045W
2806.7604N,8243.1047W
2806.7603N,8243.1049W
2806.7602N,8243.1051W
2806.7601N,8243.1053W
2806.7601N,8243.1054W
2806.76N,8243.1056W
2806.7599N,8243.1056W
2806.7598N,8243.1057W
2806.7597N,8243.1058W
2806.7596N,8243.1059W
2806.7596N,8243.106W
2806.7596N,8243.1061W
2806.7595N,8243.1063W
2806.7595N,8243.1064W
2806.7594N,8243.1065W
2806.7594N,8243.1066W
2806.7593N,8243.1067W
2806.7593N,8243.1068W
2806.7593N,8243.1069W
2806.7593N,8243.1071W
2806.7593N,8243.1072W
2806.7592N,8243.1073W
2806.7592N,8243.1074W
2806.7592N,8243.1075W
2806.7592N,8243.1077W
2806.7592N,8243.1078W
2806.7592N,8243.1079W
2806.7591N,8243.108W
2806.7591N,8243.1081W
2806.759N,8243.1083W
2806.7589N,8243.1086W
2806.7589N,8243.1088W
2806.7588N,8243.109W
2806.7587N,8243.1092W
2806.7587N,8243.1093W
2806.7586N,8243.1095W
2806.7586N,8243.1097W
2806.7585N,8243.1098W
2806.7585N,8243.11W
2806.7584N,8243.1102W
2806.7583N,8243.1103W
2806.7582N,8243.1106W
2806.7582N,8243.1107W
2806.7581N,8243.1109W
2806.758N,8243.111W
2806.7579N,8243.1113W
2806.7578N,8243.1116W
2806.7576N,8243.1119W
2806.7575N,8243.1122W
2806.7574N,8243.1124W
2806.7571N,8243.113W
2806.757N,8243.1134W
2806.7567N,8243.1138W
2806.7566N,8243.1142W
2806.7566N,8243.1145W
2806.7565N,8243.1149W
2806.7565N,8243.1152W
2806.7563N,8243.1153W
2806.7562N,8243.1155W
2806.7561N,8243.1157W
2806.756N,8243.1159W
2806.756N,8243.1161W
2806.756N,8243.1162W
2806.756N,8243.1163W
2806.7559N,8243.1164W
2806.7559N,8243.1166W
2806.7559N,8243.1167W
2806.7558N,8243.1168W
2806.7558N,8243.117W
2806.7558N,8243.1171W
2806.7557N,8243.1172W
2806.7557N,8243.1173W
2806.7557N,8243.1173W
2806.7556N,8243.1174W
2806.7555N,8243.1174W
2806.7555N,8243.1176W
2806.7554N,8243.1177W
2806.7554N,8243.1178W
2806.7552N,8243.1179W
2806.7551N,8243.118W
2806.755N,8243.1181W
2806.7549N,8243.1182W
2806.7549N,8243.1183W
2806.7548N,8243.1185W
2806.7548N,8243.1186W
2806.7547N,8243.1187W
2806.7547N,8243.1189W
2806.7546N,8243.1189W
2806.7545N,8243.119W
2806.7544N,8243.1191W
2806.7543N,8243.1191W
2806.7542N,8243.1193W
2806.7541N,8243.1194W
2806.754N,8243.1195W
2806.7539N,8243.1196W
2806.7538N,8243.1198W
2806.7537N,8243.1198W
2806.7537N,8243.1198W
2806.7537N,8243.1201W
2806.7537N,8243.1201W
2806.7536N,8243.1202W
2806.7534N,8243.1203W
2806.7533N,8243.1204W
2806.7532N,8243.1205W
2806.7532N,8243.1205W
2806.7531N,8243.1206W
2806.7531N,8243.1206W
2806.753N,8243.1206W
2806.7529N,8243.1207W
2806.7529N,8243.1208W
2806.7528N,8243.1209W
2806.7528N,8243.121W
2806.7527N,8243.1211W
2806.7526N,8243.1211W
2806.7525N,8243.1211W
2806.7524N,8243.1213W
2806.7522N,8243.1214W
2806.7521N,8243.1215W
2806.752N,8243.1215W
2806.7519N,8243.1216W
2806.7516N,8243.1217W
2806.7513N,8243.122W
2806.7511N,8243.1221W
2806.751N,8243.1222W
2806.7509N,8243.1222W
2806.7508N,8243.1222W
2806.7507N,8243.1222W
2806.7506N,8243.1223W
2806.7505N,8243.1223W
2806.7504N,8243.1221W
2806.7503N,8243.1221W
2806.7502N,8243.1222W
2806.7501N,8243.1221W
2806.75N,8243.1221W
2806.7499N,8243.122W
2806.7498N,8243.122W
2806.7497N,8243.122W
2806.7497N,8243.122W
2806.7496N,8243.1221W
2806.7495N,8243.1221W
2806.7494N,8243.1221W
2806.7493N,8243.122W
2806.7492N,8243.122W
2806.7491N,8243.122W
2806.7491N,8243.122W
2806.749N,8243.1221W
2806.749N,8243.122W
2806.7489N,8243.122W
2806.7488N,8243.122W
2806.7488N,8243.122W
2806.7488N,8243.122W
2806.7488N,8243.122W
2806.7487N,8243.122W
2806.7488N,8243.122W
2806.7488N,8243.122W
2806.7488N,8243.122W
2806.7486N,8243.122W
2806.7485N,8243.1219W
2806.7484N,8243.1218W
2806.7483N,8243.1217W
2806.7482N,8243.1217W
2806.7481N,8243.1216W
2806.748N,8243.1216W
2806.7479N,8243.1215W
2806.7479N,8243.1215W
2806.7478N,8243.1214W
2806.7478N,8243.1214W
2806.7478N,8243.1213W
2806.7478N,8243.1213W
2806.7477N,8243.1212W
2806.7476N,8243.1212W
2806.7475N,8243.1211W
2806.7475N,8243.121W
2806.7474N,8243.1209W
2806.7474N,8243.1209W
2806.7473N,8243.1208W
2806.7472N,8243.1208W
2806.7472N,8243.1207W
2806.7471N,8243.1207W
2806.7471N,8243.1207W
2806.747N,8243.1207W
2806.747N,8243.1206W
2806.7469N,8243.1205W
2806.7469N,8243.1204W
2806.7468N,8243.1203W
2806.7467N,8243.1203W
2806.7466N,8243.1202W
2806.7465N,8243.1202W
2806.7464N,8243.1201W
2806.7463N,8243.12W
2806.7462N,8243.1198W
2806.7461N,8243.1197W
2806.7461N,8243.1197W
2806.746N,8243.1197W
2806.7459N,8243.1196W
2806.7459N,8243.1196W
2806.7458N,8243.1195W
2806.7457N,8243.1195W
2806.7456N,8243.1194W
2806.7456N,8243.1193W
2806.7455N,8243.1192W
2806.7455N,8243.1192W
2806.7454N,8243.1191W
2806.7453N,8243.1191W
2806.7452N,8243.119W
2806.7452N,8243.1189W
2806.7451N,8243.1188W
2806.745N,8243.1187W
2806.7449N,8243.1186W
2806.7448N,8243.1184W
2806.7447N,8243.1183W
2806.7447N,8243.1182W
2806.7446N,8243.1181W
2806.7445N,8243.118W
2806.7445N,8243.1179W
2806.7444N,8243.1179W
2806.7443N,8243.1178W
2806.7443N,8243.1178W
2806.7442N,8243.1177W
2806.7441N,8243.1177W
2806.7441N,8243.1177W
2806.744N,8243.1177W
2806.744N,8243.1176W
2806.7439N,8243.1176W
2806.7438N,8243.1176W
2806.7437N,8243.1175W
2806.7436N,8243.1174W
2806.7435N,8243.1173W
2806.7435N,8243.1173W
2806.7434N,8243.1172W
2806.7433N,8243.1172W
2806.7433N,8243.1171W
2806.7431N,8243.117W
2806.743N,8243.1169W
2806.7429N,8243.1168W
2806.7427N,8243.1167W
2806.7426N,8243.1167W
2806.7425N,8243.1166W
2806.7424N,8243.1165W
2806.7423N,8243.1164W
2806.7421N,8243.1163W
2806.742N,8243.1162W
2806.7419N,8243.1161W
2806.7417N,8243.1159W
2806.7416N,8243.1158W
2806.7414N,8243.1157W
2806.7411N,8243.1156W
2806.7409N,8243.1154W
2806.7406N,8243.1154W
2806.7403N,8243.1154W
2806.7399N,8243.1154W
2806.7397N,8243.1153W
2806.7395N,8243.1152W
2806.7393N,8243.1152W
2806.739N,8243.1152W
2806.7387N,8243.1152W
2806.7385N,8243.1152W
2806.7382N,8243.1151W
2806.738N,8243.115W
2806.7378N,8243.1149W
2806.7375N,8243.1149W
2806.7374N,8243.1147W
2806.7373N,8243.1147W
2806.7371N,8243.1146W
2806.737N,8243.1145W
2806.7368N,8243.1144W
2806.7367N,8243.1144W
2806.7366N,8243.1143W
2806.7364N,8243.1143W
2806.7363N,8243.1143W
2806.7362N,8243.1142W
2806.736N,8243.1142W
2806.7359N,8243.1141W
2806.7359N,8243.114W
2806.7358N,8243.1139W
2806.7357N,8243.1138W
2806.7355N,8243.1137W
2806.7354N,8243.1135W
2806.7352N,8243.1133W
2806.7351N,8243.1132W
2806.7349N,8243.113W
2806.7348N,8243.1128W
2806.7347N,8243.1126W
2806.7346N,8243.1124W
2806.7345N,8243.1123W
2806.7344N,8243.1121W
2806.7343N,8243.112W
2806.7342N,8243.1119W
2806.7341N,8243.1118W
2806.734N,8243.1117W
2806.734N,8243.1116W
2806.7339N,8243.1115W
2806.7339N,8243.1115W
2806.7338N,8243.1114W
2806.7338N,8243.1113W
2806.7337N,8243.1112W
2806.7337N,8243.1111W
2806.7336N,8243.111W
2806.7336N,8243.111W
2806.7335N,8243.111W
2806.7334N,8243.1109W
2806.7333N,8243.1108W
2806.7332N,8243.1106W
2806.7332N,8243.1105W
2806.7331N,8243.1105W
2806.733N,8243.1104W
2806.733N,8243.1103W
2806.7329N,8243.1102W
2806.7328N,8243.1101W
2806.7328N,8243.11W
2806.7327N,8243.11W
2806.7326N,8243.1099W
2806.7326N,8243.1098W
2806.7326N,8243.1097W
2806.7325N,8243.1096W
2806.7325N,8243.1095W
2806.7325N,8243.1094W
2806.7324N,8243.1093W
2806.7323N,8243.1092W
2806.7323N,8243.1091W
2806.7322N,8243.109W
2806.7321N,8243.1089W
2806.7319N,8243.1088W
2806.7317N,8243.1087W
2806.7314N,8243.1084W
2806.7314N,8243.1084W
2806.7312N,8243.1083W
2806.731N,8243.1082W
2806.7309N,8243.1082W
2806.7307N,8243.1081W
2806.7306N,8243.108W
2806.7304N,8243.108W
2806.7303N,8243.1079W
2806.7302N,8243.1078W
2806.73N,8243.1077W
2806.7299N,8243.1075W
2806.7298N,8243.1074W
2806.7296N,8243.1073W
2806.7295N,8243.1072W
2806.7294N,8243.1071W
2806.7293N,8243.1069W
2806.7292N,8243.1068W
2806.729N,8243.1066W
2806.7288N,8243.1065W
2806.7287N,8243.1065W
2806.7285N,8243.1064W
2806.7284N,8243.1063W
2806.7283N,8243.1061W
2806.7281N,8243.106W
2806.728N,8243.1059W
2806.7279N,8243.1059W
2806.7278N,8243.1059W
2806.7278N,8243.1058W
2806.7277N,8243.1057W
2806.7276N,8243.1056W
2806.7275N,8243.1055W
2806.7275N,8243.1054W
2806.7274N,8243.1053W
2806.7273N,8243.1052W
2806.7272N,8243.1051W
2806.7271N,8243.105W
2806.727N,8243.1049W
2806.7268N,8243.1048W
2806.7266N,8243.1047W
2806.7265N,8243.1046W
2806.7263N,8243.1044W
2806.7262N,8243.1044W
2806.7261N,8243.1043W
2806.726N,8243.1043W
2806.7259N,8243.1042W
2806.7257N,8243.1041W
2806.7256N,8243.1041W
2806.7254N,8243.1041W
2806.7252N,8243.1041W
2806.725N,8243.1041W
2806.7248N,8243.1041W
2806.7246N,8243.104W
2806.7245N,8243.1039W
2806.7243N,8243.1039W
2806.7242N,8243.1038W
2806.724N,8243.1038W
2806.7239N,8243.1037W
2806.7238N,8243.1036W
2806.7236N,8243.1036W
2806.7235N,8243.1037W
2806.7233N,8243.1036W
2806.7232N,8243.1036W
2806.7231N,8243.1035W
2806.723N,8243.1034W
2806.7229N,8243.1033W
2806.7228N,8243.1033W
2806.7226N,8243.1032W
2806.7225N,8243.1032W
2806.7222N,8243.1033W
2806.7219N,8243.1034W
2806.7218N,8243.1033W
2806.7215N,8243.1032W
2806.7214N,8243.1031W
2806.7212N,8243.103W
2806.7211N,8243.1029W
2806.7209N,8243.1029W
2806.7208N,8243.1028W
2806.7207N,8243.1027W
2806.7206N,8243.1027W
2806.7205N,8243.1026W
2806.7204N,8243.1025W
2806.7204N,8243.1024W
2806.7203N,8243.1023W
2806.7201N,8243.1023W
2806.72N,8243.1021W
2806.7199N,8243.102W
2806.7198N,8243.1019W
2806.7197N,8243.1019W
2806.7196N,8243.1018W
2806.7195N,8243.1017W
2806.7193N,8243.1015W
2806.7192N,8243.1013W
2806.7191N,8243.1012W
2806.719N,8243.1011W
2806.7189N,8243.101W
2806.7188N,8243.1009W
2806.7187N,8243.1008W
2806.7186N,8243.1007W
2806.7184N,8243.1006W
2806.7185N,8243.1005W
2806.7184N,8243.1006W
2806.7184N,8243.1006W
2806.7183N,8243.1005W
2806.7183N,8243.1005W
2806.7182N,8243.1004W
2806.7182N,8243.1002W
2806.7182N,8243.1001W
2806.7181N,8243.1001W
2806.718N,8243.1W
2806.7178N,8243.0999W
2806.7177N,8243.0999W
2806.7176N,8243.0998W
2806.7174N,8243.0997W
2806.7173N,8243.0996W
2806.7172N,8243.0995W
2806.7171N,8243.0994W
2806.7171N,8243.0992W
2806.7171N,8243.099W
2806.7171N,8243.0988W
2806.717N,8243.0986W
2806.717N,8243.0985W
2806.717N,8243.0983W
2806.7169N,8243.0982W
2806.7168N,8243.0981W
2806.7167N,8243.098W
2806.7167N,8243.0979W
2806.7166N,8243.0979W
2806.7165N,8243.0978W
2806.7164N,8243.0976W
2806.7163N,8243.0975W
2806.7162N,8243.0974W
2806.716N,8243.0974W
2806.7158N,8243.0973W
2806.7156N,8243.0973W
2806.7154N,8243.0972W
2806.7152N,8243.0972W
2806.7151N,8243.0971W
2806.7149N,8243.0971W
2806.7148N,8243.097W
2806.7146N,8243.097W
2806.7144N,8243.0969W
2806.7143N,8243.0968W
2806.7142N,8243.0967W
2806.7142N,8243.0967W
2806.7141N,8243.0966W
2806.7141N,8243.0965W
2806.714N,8243.0964W
2806.7139N,8243.0964W
2806.7138N,8243.0963W
2806.7137N,8243.0962W
2806.7136N,8243.0961W
2806.7136N,8243.0961W
2806.7135N,8243.096W
2806.7134N,8243.096W
2806.7133N,8243.096W
2806.7132N,8243.0959W
2806.7131N,8243.0957W
2806.713N,8243.0956W
2806.7129N,8243.0955W
2806.7129N,8243.0954W
2806.7128N,8243.0954W
2806.7127N,8243.0954W
2806.7125N,8243.0955W
2806.7124N,8243.0956W
2806.7124N,8243.0955W
2806.7124N,8243.0955W
2806.7124N,8243.0954W
2806.7124N,8243.0953W
2806.7123N,8243.0952W
2806.7122N,8243.0952W
2806.7121N,8243.0951W
2806.712N,8243.095W
2806.7119N,8243.0949W
2806.7119N,8243.0948W
